Year,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,TopicID,QuestionID,StratificationCategory1,Stratification1
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,22.5,82,,,,,,American Indian/Alaska Native,OWS1,Q037,Race/Ethnicity,American Indian/Alaska Native
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.8,286,,,,,,Hispanic,OWS1,Q037,Race/Ethnicity,Hispanic
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.3,796,,,,,,Non-Hispanic Black,OWS1,Q037,Race/Ethnicity,Non-Hispanic Black
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.5,"2,938",,,,,,Non-Hispanic White,OWS1,Q037,Race/Ethnicity,Non-Hispanic White
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.1,"4,294",Total,,,,,,OWS1,Q037,Total,Total
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,16.7,341,,18 - 24,,,,,OWS1,Q036,Age (years),18 - 24
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,549,,25 - 34,,,,,OWS1,Q036,Age (years),25 - 34
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,565,,35 - 44,,,,,OWS1,Q036,Age (years),35 - 44
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,44.5,730,,45 - 54,,,,,OWS1,Q036,Age (years),45 - 54
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.3,771,,55 - 64,,,,,OWS1,Q036,Age (years),55 - 64
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.6,"1,338",,65 or older,,,,,OWS1,Q036,Age (years),65 or older
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.8,"1,546",,,College graduate,,,,OWS1,Q036,Education,College graduate
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,"1,073",,,High school graduate,,,,OWS1,Q036,Education,High school graduate
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.8,433,,,Less than high school,,,,OWS1,Q036,Education,Less than high school
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.2,"1,235",,,Some college or technical school,,,,OWS1,Q036,Education,Some college or technical school
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.9,"2,216",,,,Female,,,OWS1,Q036,Gender,Female
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.1,"2,072",,,,Male,,,OWS1,Q036,Gender,Male
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35,641,,,,,"$15,000 - $24,999",,OWS1,Q036,Income,"$15,000 - $24,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,39.2,402,,,,,"$25,000 - $34,999",,OWS1,Q036,Income,"$25,000 - $34,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.1,513,,,,,"$35,000 - $49,999",,OWS1,Q036,Income,"$35,000 - $49,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.3,600,,,,,"$50,000 - $74,999",,OWS1,Q036,Income,"$50,000 - $74,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,"1,061",,,,,"$75,000 or greater",,OWS1,Q036,Income,"$75,000 or greater"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,723,,,,,Data not reported,,OWS1,Q036,Income,Data not reported
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,354,,,,,"Less than $15,000",,OWS1,Q036,Income,"Less than $15,000"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.6,66,,,,,,2 or more races,OWS1,Q036,Race/Ethnicity,2 or more races
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,58.6,82,,,,,,American Indian/Alaska Native,OWS1,Q036,Race/Ethnicity,American Indian/Alaska Native
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,286,,,,,,Hispanic,OWS1,Q036,Race/Ethnicity,Hispanic
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,44.8,796,,,,,,Non-Hispanic Black,OWS1,Q036,Race/Ethnicity,Non-Hispanic Black
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.4,"2,938",,,,,,Non-Hispanic White,OWS1,Q036,Race/Ethnicity,Non-Hispanic White
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33,"4,294",Total,,,,,,OWS1,Q036,Total,Total
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,16.1,376,,18 - 24,,,,,PA1,Q047,Age (years),18 - 24
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,18.4,631,,25 - 34,,,,,PA1,Q047,Age (years),25 - 34
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.2,638,,35 - 44,,,,,PA1,Q047,Age (years),35 - 44
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24.9,814,,45 - 54,,,,,PA1,Q047,Age (years),45 - 54
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.1,839,,55 - 64,,,,,PA1,Q047,Age (years),55 - 64
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.6,"1,428",,65 or older,,,,,PA1,Q047,Age (years),65 or older
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,12.4,"1,667",,,College graduate,,,,PA1,Q047,Education,College graduate
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,29.3,"1,188",,,High school graduate,,,,PA1,Q047,Education,High school graduate
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,39.8,514,,,Less than high school,,,,PA1,Q047,Education,Less than high school
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.5,"1,346",,,Some college or technical school,,,,PA1,Q047,Education,Some college or technical school
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.1,"2,522",,,,Female,,,PA1,Q047,Gender,Female
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.4,"2,198",,,,Male,,,PA1,Q047,Gender,Male
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,36,696,,,,,"$15,000 - $24,999",,PA1,Q047,Income,"$15,000 - $24,999"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.7,414,,,,,"$25,000 - $34,999",,PA1,Q047,Income,"$25,000 - $34,999"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.7,551,,,,,"$35,000 - $49,999",,PA1,Q047,Income,"$35,000 - $49,999"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,18.5,621,,,,,"$50,000 - $74,999",,PA1,Q047,Income,"$50,000 - $74,999"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,12.1,"1,101",,,,,"$75,000 or greater",,PA1,Q047,Income,"$75,000 or greater"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.3,959,,,,,Data not reported,,PA1,Q047,Income,Data not reported
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,37.9,384,,,,,"Less than $15,000",,PA1,Q047,Income,"Less than $15,000"
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.1,71,,,,,,2 or more races,PA1,Q047,Race/Ethnicity,2 or more races
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.9,93,,,,,,American Indian/Alaska Native,PA1,Q047,Race/Ethnicity,American Indian/Alaska Native
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,14.5,55,,,,,,Asian,PA1,Q047,Race/Ethnicity,Asian
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.6,381,,,,,,Hispanic,PA1,Q047,Race/Ethnicity,Hispanic
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.3,879,,,,,,Non-Hispanic Black,PA1,Q047,Race/Ethnicity,Non-Hispanic Black
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.4,"3,140",,,,,,Non-Hispanic White,PA1,Q047,Race/Ethnicity,Non-Hispanic White
2018,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.9,"4,726",Total,,,,,,PA1,Q047,Total,Total
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,27,308,,18 - 24,,,,,OWS1,Q037,Age (years),18 - 24
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.9,519,,25 - 34,,,,,OWS1,Q037,Age (years),25 - 34
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,547,,35 - 44,,,,,OWS1,Q037,Age (years),35 - 44
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.7,654,,45 - 54,,,,,OWS1,Q037,Age (years),45 - 54
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39,722,,55 - 64,,,,,OWS1,Q037,Age (years),55 - 64
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,"1,121",,65 or older,,,,,OWS1,Q037,Age (years),65 or older
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.2,"1,440",,,College graduate,,,,OWS1,Q037,Education,College graduate
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.9,920,,,High school graduate,,,,OWS1,Q037,Education,High school graduate
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.4,326,,,Less than high school,,,,OWS1,Q037,Education,Less than high school
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.9,"1,180",,,Some college or technical school,,,,OWS1,Q037,Education,Some college or technical school
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29,"1,997",,,,Female,,,OWS1,Q037,Gender,Female
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,42.4,"1,874",,,,Male,,,OWS1,Q037,Gender,Male
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.9,494,,,,,"$15,000 - $24,999",,OWS1,Q037,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.5,332,,,,,"$25,000 - $34,999",,OWS1,Q037,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.7,462,,,,,"$35,000 - $49,999",,OWS1,Q037,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.3,466,,,,,"$50,000 - $74,999",,OWS1,Q037,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.6,"1,089",,,,,"$75,000 or greater",,OWS1,Q037,Income,"$75,000 or greater"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,759,,,,,Data not reported,,OWS1,Q037,Income,Data not reported
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,23.9,269,,,,,"Less than $15,000",,OWS1,Q037,Income,"Less than $15,000"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,21.9,62,,,,,,2 or more races,OWS1,Q037,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,43.2,104,,,,,,American Indian/Alaska Native,OWS1,Q037,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.9,51,,,,,,Asian,OWS1,Q037,Race/Ethnicity,Asian
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,42,304,,,,,,Hispanic,OWS1,Q037,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29,781,,,,,,Non-Hispanic Black,OWS1,Q037,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.4,"2,487",,,,,,Non-Hispanic White,OWS1,Q037,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.6,"3,871",Total,,,,,,OWS1,Q037,Total,Total
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,308,,18 - 24,,,,,OWS1,Q036,Age (years),18 - 24
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,519,,25 - 34,,,,,OWS1,Q036,Age (years),25 - 34
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.4,547,,35 - 44,,,,,OWS1,Q036,Age (years),35 - 44
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,42.2,654,,45 - 54,,,,,OWS1,Q036,Age (years),45 - 54
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.7,722,,55 - 64,,,,,OWS1,Q036,Age (years),55 - 64
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.6,"1,121",,65 or older,,,,,OWS1,Q036,Age (years),65 or older
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,27.5,"1,440",,,College graduate,,,,OWS1,Q036,Education,College graduate
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37,920,,,High school graduate,,,,OWS1,Q036,Education,High school graduate
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37,326,,,Less than high school,,,,OWS1,Q036,Education,Less than high school
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.8,"1,180",,,Some college or technical school,,,,OWS1,Q036,Education,Some college or technical school
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.4,"1,997",,,,Female,,,OWS1,Q036,Gender,Female
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,"1,874",,,,Male,,,OWS1,Q036,Gender,Male
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35,494,,,,,"$15,000 - $24,999",,OWS1,Q036,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,332,,,,,"$25,000 - $34,999",,OWS1,Q036,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.8,462,,,,,"$35,000 - $49,999",,OWS1,Q036,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.6,466,,,,,"$50,000 - $74,999",,OWS1,Q036,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.3,"1,089",,,,,"$75,000 or greater",,OWS1,Q036,Income,"$75,000 or greater"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,29.6,759,,,,,Data not reported,,OWS1,Q036,Income,Data not reported
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,44,269,,,,,"Less than $15,000",,OWS1,Q036,Income,"Less than $15,000"
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,48.7,62,,,,,,2 or more races,OWS1,Q036,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35,104,,,,,,American Indian/Alaska Native,OWS1,Q036,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,18.2,51,,,,,,Asian,OWS1,Q036,Race/Ethnicity,Asian
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.4,304,,,,,,Hispanic,OWS1,Q036,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,47.7,781,,,,,,Non-Hispanic Black,OWS1,Q036,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,"2,487",,,,,,Non-Hispanic White,OWS1,Q036,Race/Ethnicity,Non-Hispanic White
2019,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34,"3,871",Total,,,,,,OWS1,Q036,Total,Total
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),47,301,,18 - 24,,,,,PA1,Q043,Age (years),18 - 24
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51,538,,25 - 34,,,,,PA1,Q043,Age (years),25 - 34
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.8,567,,35 - 44,,,,,PA1,Q043,Age (years),35 - 44
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.2,650,,45 - 54,,,,,PA1,Q043,Age (years),45 - 54
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.2,722,,55 - 64,,,,,PA1,Q043,Age (years),55 - 64
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.1,"1,084",,65 or older,,,,,PA1,Q043,Age (years),65 or older
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63,"1,448",,,College graduate,,,,PA1,Q043,Education,College graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.9,888,,,High school graduate,,,,PA1,Q043,Education,High school graduate
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.5,364,,,Less than high school,,,,PA1,Q043,Education,Less than high school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.5,"1,156",,,Some college or technical school,,,,PA1,Q043,Education,Some college or technical school
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.9,"2,085",,,,Female,,,PA1,Q043,Gender,Female
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.3,"1,777",,,,Male,,,PA1,Q043,Gender,Male
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.1,499,,,,,"$15,000 - $24,999",,PA1,Q043,Income,"$15,000 - $24,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.9,327,,,,,"$25,000 - $34,999",,PA1,Q043,Income,"$25,000 - $34,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.7,446,,,,,"$35,000 - $49,999",,PA1,Q043,Income,"$35,000 - $49,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),54.2,462,,,,,"$50,000 - $74,999",,PA1,Q043,Income,"$50,000 - $74,999"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),63.2,"1,083",,,,,"$75,000 or greater",,PA1,Q043,Income,"$75,000 or greater"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.7,772,,,,,Data not reported,,PA1,Q043,Income,Data not reported
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.2,273,,,,,"Less than $15,000",,PA1,Q043,Income,"Less than $15,000"
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.4,63,,,,,,2 or more races,PA1,Q043,Race/Ethnicity,2 or more races
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),39.8,99,,,,,,American Indian/Alaska Native,PA1,Q043,Race/Ethnicity,American Indian/Alaska Native
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.3,50,,,,,,Asian,PA1,Q043,Race/Ethnicity,Asian
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.7,366,,,,,,Hispanic,PA1,Q043,Race/Ethnicity,Hispanic
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.8,760,,,,,,Non-Hispanic Black,PA1,Q043,Race/Ethnicity,Non-Hispanic Black
2019,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),52.9,"2,442",,,,,,Non-Hispanic White,PA1,Q043,Race/Ethnicity,Non-Hispanic White
